review,sentiment,review_lemmatized
aplikasi ga banget mending logo biru logo kuning jeleeeeeeeeeeeeeeekkk,0.0,aplikasi ga banget mending logo biru logo kuning jeleeeeeeeeeeeeeeekkk
ya kalo jam malam keatas login aplikasi error ya tolong aplikasinya direvisi mudah,0.0,a <sos>a kalo jam malam keatas login aplikasi error ya tolong aplikasi dia revisi mudah
yaa ga akses livin bayangin kah pindah bank lo kayak gini,0.0,yaa ga akses livin bayangin kah pindah bank lo kayak gini
aplikasi anjeng ngapa error,0.0,aplikasi anjeng ngapa error
selengkap livin biru id billing pajak disayangkan,0.0,selengkap livin biru id billing pajak sayang
force close muncul logo hilang,0.0,force close muncul logo hilang
habis pulsa eh pas verifikasi wajah,0.0,habis pulsa eh pas verifikasi wajah
livin yah ga d akses,0.0,livin yah ga d akses
mandiri taik gilak bgt minimal k direkening udah kena potongan ribu ngeri cok klo gk gara gara pt gabakal pake mandiri,0.0,mandiri taik gilak bgt minimal k direkening udah kena potong ribu ngeri cok klo gk gara gara pt gabakal pake mandiri
busuk sulit sekelas bumn mempersulit nasabah,0.0,busuk sulit sekelas bumn sulit nasabah
app tolol,0.0,app tolol
bikin susah org aplikasimu min ribet bertele,0.0,bikin susah org aplikasi kamu min ribet tele
aplikasi bikin emosi verify sms aja sampe bikin ribet gagal,0.0,aplikasi bikin emosi verify sms aja sampe bikin ribet gagal
recommended beda aplikasi,0.0,recommended beda aplikasi
aplikasi jelek ga delete riwayat transaksi,0.0,aplikasi jelek ga delete riwayat transaksi
update parah verifikasi wajah slalu gagal keterangan sambungkan koneksi trus pdhl sinyal kenceng,0.0,update parah verifikasi wajah slalu gagal terang sambung koneksi trus pdhl sinyal kenceng
upgrade yg biru versi yg kuning dsuruh masukkan no kartu tgl lahir sdah sesuai coba x katanyaa ngga sesuaii truss salah dimananya cobaa sdah telitti nggaa jga terbuka anehhhhhhhhh masihh enak yg versi,0.0,upgrade yang biru versi yang kuning dsuruh masuk no kartu tgl lahir sdah sesuai coba x katanyaa ngga sesuaii truss salah dimana nya cobaa sdah telitti nggaa jga terbuka anehhhhhhhhh masihh enak yang versi
rating buruk perbaiki kinerja aplikasinya,0.0,rating buruk perbaiki kinerja aplikasi dia
aplikasi berat loading lamaaa kaya sampahhh ga dipakai,0.0,aplikasi berat loading lamaaa kaya sampahhh ga pakai
ganti skrg livin kuning besok lg deh ganti lg sy hapus tutup rekening bank mandiri putus nasabah mengecewakan,0.0,ganti skrg livin kuning besok lg deh ganti lg sy hapus tutup rekening bank mandiri putus nasabah kecewa
susah masuk aplikasinya,0.0,susah masuk aplikasi dia
suka memudah transaksi suka yg warna biru lengkap,0.0,suka pudah transaksi suka yang warna biru lengkap
eror repot urgent mw transfer dana eh aplikasinya eror parah ah,0.0,eror repot urgent mw transfer dana eh aplikasi dia eror parah ah
banget penyiapan pembukaan rekening nya tertulis menit gua udh nunggu jam smpai skarang,0.0,banget siap buka rekening dia tulis menit gua udh nunggu jam smpai skarang
jelek,0.0,jelek
aplikasi error masuk,0.0,aplikasi error masuk
eror,0.0,eror
sih error mulu pas buka kesel asli,0.0,sih error mulu pas buka kesel asli
bank maling cs lelet transfer gagal saldo terpotong rekening penerima cek mutasi ga masuk maling duit nasabah udah telfon berkali kali sebulan saldo bank pelayanan buruk indonesia bank dancok,0.0,bank maling cs lelet transfer gagal saldo potong rekening terima cek mutasi ga masuk maling duit nasabah udah telfon berkali kali sebul saldo bank layan buruk indonesia bank dancok
perpindah kuning tdk login nyesal berat bln sdh msh gk,0.0,perpindah kuning tdk login nyesal berat bln sdh msh gk
ngak login,0.0,ngak login
beli pulsa gak berhasil saldo nya berkurang saldo nya,0.0,beli pulsa gak berhasil saldo dia kurang saldo dia
gx bsa ubah no hp,0.0,gx bsa ubah no hp
ga top up dana gopay bruhh,0.0,ga top up dana gopay bruhh
ganti kuning gangguan loading nya,0.0,ganti kuning ganggu loading dia
login lambat,0.0,login lambat
hello livin logo kuning yg terhormat pagi ga d buka bumn perbaikan,0.0,hello livin logo kuning yang hormat pagi ga d buka bumn baik
ganti hp sdh instal apk tp registrasi gagal keterangan proses dilanjutkan gmn solusinya,0.0,ganti hp sdh instal apk tp registrasi gagal terang proses lanjut gmn solusi dia
update k,0.0,update k
aplikasi livin terbaru jelek yg gk ribet maaf ku ngasih bintang,0.0,aplikasi livin baru jelek yang gk ribet maaf aku ngasih bintang
knp susah akses,0.0,knp susah akses
lemot banget aplikasi eror terussssss kayanya anak magang yg ngoding,0.0,lemot banget aplikasi eror terussssss kaya nya anak magang yang ngoding
buruk aplikasi aplikasi close gak buka nyoba apk perbankan yg gak livin gak,0.0,buruk aplikasi aplikasi close gak buka nyoba apk bank yang gak livin gak
parah aplikasi tranfer uang status berhasil uang gak pemerima gimana,0.0,parah aplikasi tranfer uang status berhasil uang gak pemerima gimana
ribet bangettt login registrasi klo buka disuruh registrasi ulang sih buka hrs konfirmasi via sms troz hadooh uninstal ajalah tolong diperbaiki,0.0,ribet bangettt login registrasi klo buka suruh registrasi ulang sih buka hrs konfirmasi via sms troz hadooh uninstal ajalah tolong baik
atm perusahaan daftar livin tulisan kartu diblokir auto pindah sebelah,0.0,atm usaha daftar livin tulis kartu blokir auto pindah sebelah
mudah berlogo biru,0.0,mudah logo biru
update coba,0.0,update coba
saldo mengendapnya rb mending pindah bank,0.0,saldo mengendap dia rb mending pindah bank
parah menampilkan saldo tolong kualitas ya ditingkatkan masak kalah sih app bank,0.0,parah tampil saldo tolong kualitas ya tingkat masak kalah sih app bank
males bgt pake aplikasi mbanking mandiri disuruh update mulu diupdate gabisa instal,0.0,males bgt pake aplikasi mbanking mandiri suruh update mulu update gabisa instal
verifikasi sms pulsa habis sedot mohon mandiri memperhatikan verifikasi sms tok sistim gak,0.0,verifikasi sms pulsa habis sedot mohon mandiri perhatikan verifikasi sms tok sistim gak
apk susah masuk ya pdhl sdh verivikasi berkali tp ga bsa masuk hadoooooh,0.0,apk susah masuk ya pdhl sdh verivikasi berkali tp ga bsa masuk hadoooooh
gak rugi klo bangkrut bilang aja gak berbelit gomongny kmbalikan tabugan,0.0,gak rugi klo bangkrut bilang aja gak belit gomongny kmbali tabug
apliasi tdk login unistal berkali kali login berhari tdk,0.0,apliasi tdk login unistal berkali kali login hari tdk
ruwet,0.0,ruwet
udah gak tahan pake mandiri suka offline dana endep nya rb gila emang,0.0,udah gak tahan pake mandiri suka offline dana endep dia rb gila emang
login,0.0,login
perbarui ancur klik login malh ngebleng putih,0.0,perbarui ancur klik login malh ngebleng putih
ribet pembayaran payment dsb fitur hilang apk livin mandiri yg biru nice try mandiri percaya kedepannya apk,0.0,ribet bayar payment dsb fitur hilang apk livin mandiri yang biru nice try mandiri percaya kedepan dia apk
gabisa login siang sampe sore notifnya berhasil terhubung tolong,0.0,gabisa login siang sampe sore notif dia berhasil hubung tolong
mayoritas konsumen mengeluhkan bug error aplikasi livin aplikasinya bermasalah,0.0,mayoritas konsumen keluh bug error aplikasi livin aplikasi dia masalah
pas akir cek gajian error mengsedih,0.0,pas akir cek gaji error sedih
haduhhh min aplikasinya msh maintenance gini jgn d sruh update donk min duit min msalahnya aplikasinya uda sempurna suruh update nasabahnya min min mintul,0.0,haduhhh min aplikasi dia msh maintenance gini jgn d sruh update donk min duit min msalah dia aplikasi dia uda sempurna suruh update nasabah dia min min mintul
jos,0.0,jos
ga top up ga isi pulsa ga tranfers,0.0,ga top up ga isi pulsa ga tranfers
mngecewakan,0.0,ecewa
eror,0.0,eror
loadingnya lambat,0.0,loading dia lambat
g bs update,0.0,g bs update
knp sy daftar d arahkan atm mandiri,0.0,knp sy daftar d arah atm mandiri
gimana sihhh suruh verifikasi wajah ga bisaa,0.0,gimana sihhh suruh verifikasi wajah ga bisaa
gabisa top up dana,0.0,gabisa top up dana
mudah dioperasikan logo biru bandingkan logo kuning,0.0,mudah operasi logo biru banding logo kuning
gagal akses,0.0,gagal akses
susah bnget login,0.0,susah bnget login
mengikuti petunjuk tp proses sms verifikasi gagal sms terkirim,0.0,ikut petunjuk tp proses sms verifikasi gagal sms kirim
jahat ya mandiri skg cari uang update aplikasi update jd terganggu ajah,0.0,jahat ya mandiri skg cari uang update aplikasi update jd ganggu ajah
bagus suka error,0.0,bagus suka error
buka tabungan by apk bank gak,0.0,buka tabung by apk bank gak
haduuuhhh admin gimana abis ganti hp verivikasi gagal gagal kali verivikasi tetep gagal terusssssss kirim sms verivikasi motong pulsa note ikutin aturan sms verivikasi yg web bank mandiri setting sms premium,0.0,haduuuhhh admin gimana abis ganti hp verivikasi gagal gagal kali verivikasi tetep gagal terusssssss kirim sms verivikasi motong pulsa note ikutin atur sms verivikasi yang web bank mandiri setting sms premium
udah minggu blm update livin mengganggu bug menyambung,0.0,udah minggu blm update livin ganggu bug sambung
tau deh bgt gk bs buka hadehhhh,0.0,tau deh bgt gk bs buka hadehhhh
aplikasi erorr diupdate solusinya,0.0,aplikasi erorr update solusi dia
tf livin saldo aja rupiah keterangan struk nya bener masuk aplikasi nya rupiah kemarin hubungi cs livin aplikasi ga hah parah buang uang butuh banget uang tolong konfirmasinya ya livin,0.0,tf livin saldo aja rupiah terang struk dia bener masuk aplikasi dia rupiah kemarin hubungi cs livin aplikasi ga hah parah buang uang butuh banget uang tolong konfirmasi dia ya livin
lelet,0.0,lelet
ngapain upgrade sistemnya down kaya gini mending pake,0.0,ngapain upgrade sistemnya down kaya gini mending pake
gangguan mulu fitur ga lengkap enakan yg,0.0,ganggu mulu fitur ga lengkap enak yang
linvin masuk transaksi sulit,0.0,linvin masuk transaksi sulit
diupgrade susah dibuka aplikasi klik puluhan kali terbuka livinnya top up shopeepay masukkan manual nomornya langsung riwayat transaksi memasukkan ulang nomor shopeepay,0.0,upgrade susah buka aplikasi klik puluhan kali terbuka livin dia top up shopeepay masuk manual nomor dia langsung riwayat transaksi masuk ulang nomor shopeepay
update isi gopay erorr,0.0,update isi gopay erorr
minusnya plusnya pembayaran multipayment gk semudah aplikasi livin yg biru topup dana gk eror diceksaldo top up emoney eror apk maksimal tolong apk livin yg dihapus pengguna sulit bertransaksi,0.0,minus dia plus nya bayar multipayment gk semudah aplikasi livin yang biru topup dana gk eror diceksaldo top up emoney eror apk maksimal tolong apk livin yang hapus guna sulit transaksi
livin terbaru jelek aplikasi pembayaran susah bayar tagihan,0.0,livin baru jelek aplikasi bayar susah bayar tagih
aplikasi busuk bgt ya ampun dah,0.0,aplikasi busuk bgt ya ampun dah
kasih bintang proses daftar dah slsai aq tf giliran buka lg gak solusinya,0.0,kasih bintang proses daftar dah slsai aq tf gilir buka lg gak solusi dia
lemot kirim kode verivikasi menghabis pulsa karna ulang lambat cepat,0.0,lemot kirim kode verivikasi habis pulsa karna ulang lambat cepat
susah banget verifiksasi smsnya udah berkali belom kode otpnya tolong dipermudah biar nyaman pakainya,0.0,susah banget verifiksasi smsnya udah berkali belom kode otp dia tolong mudah biar nyaman pagai dia
kalo malem gak bet,0.0,kalo malem gak bet
x jam livin engga transaksi posisi mudik gini nya mempermudahkan nasabah mudik kacau parah,0.0,x jam livin engga transaksi posisi mudik gini dia mudah nasabah mudik kacau parah
kecewa mandiri nomer tersebar yg mengatasnamakan mandiri suruh nomernya livin mandiri nelpon data tersebar,0.0,kecewa mandiri nomer sebar yang katasnama mandiri suruh nomer dia livin mandiri nelpon data sebar
blank white,0.0,blank white
gak menu top up shopeepay,0.0,gak menu top up shopeepay
kecewa aplikasi transfer tarik uang suruh aktivasi kartu registrasi pilih alamat pengiriman kartu domisili kartu kirim alamat ktp keberadaan kartu kirim dimana notifikasi bilang kartu udah terkirim terima,0.0,kecewa aplikasi transfer tarik uang suruh aktivasi kartu registrasi pilih alamat kirim kartu domisili kartu kirim alamat ktp keberadaan kartu kirim dimana notifikasi bilang kartu udah kirim terima
gabisa update,0.0,gabisa update
gak buka,0.0,gak buka
livin ngak buka hpus bru dounlod ngak muter muter aja jaringan g,0.0,livin ngak buka hpus bru dounlod ngak muter muter aja jaring g
app berat loading utk menu beranda fiture kurng lengkap dbanding livin logo biru transaksi mudah app yg ringan livin by mandiri logo biru,0.0,app berat loading utk menu anda fiture kurng lengkap dbanding livin logo biru transaksi mudah app yang ringan livin by mandiri logo biru
stelah ufdate livin nya macett,0.0,stelah ufdate livin dia macett
update aja susah bener loading download lancar,0.0,update aja susah bener loading download lancar
tolong kalo bayar virtual account nominalnya otomatisin tulis manual kalo pembayaran detailnya tp kalo livin muncul detile tagihan nama nominalnya,0.0,tolong kalo bayar virtual account nominal dia otomatisin tulis manual kalo bayar detail dia tp kalo livin muncul detile tagih nama nominal dia
males update aja,0.0,males update aja
login,0.0,login
ribet lengkap,0.0,ribet lengkap
update mulu bosen aja mah atm,0.0,update mulu bosen aja mah atm
tolong perbaiki aplikasi nya lambat kadang suka kesal transaksi gagal logo biru aja bagus aplikasi ringan maaf kasi bintang sesuai qualitas aplikasinya,0.0,tolong perbaiki aplikasi dia lambat kadang suka kesal transaksi gagal logo biru aja bagus aplikasi ringan maaf kasi bintang sesuai qualitas aplikasi dia
kimochi,0.0,kimochi
knp ya tdk transaksi apk,0.0,knp ya tdk transaksi apk
update error transfer nggk,0.0,update error transfer nggk
aplikasi bank nya ga bermutu sy ga selesai smp tuntas,0.0,aplikasi bank dia ga mutu sy ga selesai smp tuntas
mentok pembuatan pin aja,0.0,mentok buat pin aja
kalinya eror transfer keperluan tp atm merugikan,0.0,kali dia eror transfer perlu tp atm merugikan
aplikasi parah bagus yg biru,0.0,aplikasi parah bagus yang biru
pengguna livin by mandiri aplikasi lemotttttt mengganggu kerja tranfer cepat mohon update bank mandiri aplikasi cepat amannnn,0.0,guna livin by mandiri aplikasi lemotttttt ganggu kerja tranfer cepat mohon update bank mandiri aplikasi cepat amannnn
kecewa,0.0,kecewa
ribet upload ktp udah suruh coba bank gak bank memudahkan buka rekening bca daftar online nya mudah banget mandiri ribet amatiran operataor nya,0.0,ribet upload ktp udah suruh coba bank gak bank mudah buka rekening bca daftar online dia mudah banget mandiri ribet amatiran operataor dia
bagus segi tampilan nyaman terkesan livin biru,0.0,bagus segi tampil nyaman kesan livin biru
gmn livin by mandiri dibuka gk dr siang smpe malam jg,0.0,gmn livin by mandiri buka gk dr siang smpe malam jg
ga login,0.0,ga login
appsnya ganti mulu app livin by mandiri yg logo biru gmna,0.0,apps dia ganti mulu app livin by mandiri yang logo biru gmna
kaga buka bagusan licin yg biru,0.0,kaga buka bagus licin yang biru
upgrade living kuning gangguan gabisa cek saldo trf dll enak makai living yg biru hiks,0.0,upgrade living kuning ganggu gabisa cek saldo trf dll enak makai living yang biru hiks
parah udah upgrade ga login,0.0,parah udah upgrade ga login
kasih bintang ajah fermuk gagal aneh ribet,0.0,kasih bintang ajah fermuk gagal aneh ribet
aplikasi sampah error verifikasi gagal berkali,0.0,aplikasi sampah error verifikasi gagal berkali
informasi bikin peraturan saldo minimal tabungan mandiri bilang peraturan perusahaan meresahkan,0.0,informasi bikin atur saldo minimal tabung mandiri bilang atur usaha resah
transfer lgi yg kuning knapa yah,0.0,transfer lgi yang kuning knapa yah
kemarin instal masuk pagi sampe ga masuk,0.0,kemarin instal masuk pagi sampe ga masuk
sya aplikasi logo biru bagus mudah aplikasi yg logo kuning ribet sms verifikasi berhasil dikirim pas aplikasi livin nya tdk,0.0,dia aplikasi logo biru bagus mudah aplikasi yang logo kuning ribet sms verifikasi berhasil kirim pas aplikasi livin dia tdk
